#this file contains all the header lines of the file dmel-all-gene-r4.3.fasta
>FBgn0052100 type=gene; loc=3L:12241499..12243147; ID=FBgn0052100; name=CG32100; 
>FBgn0052657 type=gene; loc=X:11921148..11921632; ID=FBgn0052657; name=CR32657; 
>FBgn0067903 type=gene; loc=2R:complement(19108514..19109373); ID=FBgn0067903; name=IM18; 
>FBgn0035227 type=gene; loc=3L:complement(1506944..1517566); ID=FBgn0035227; name=CG12090; 
>FBgn0033225 type=gene; loc=2R:complement(3321888..3323848); ID=FBgn0033225; name=CG1550; 
>FBgn0027784 type=gene; loc=3R:complement(14855690..14856973); ID=FBgn0027784; name=Prp18; 
>FBgn0000579 type=gene; loc=2L:complement(1724971..1729629); ID=FBgn0000579; name=Eno; 
>FBgn0037638 type=gene; loc=3R:4650132..4653007; ID=FBgn0037638; name=CG8379; 
>FBgn0015933 type=gene; loc=2R:3011968..3020438; ID=FBgn0015933; name=didum; 
>FBgn0037685 type=gene; loc=3R:5223912..5225273; ID=FBgn0037685; name=Or85f; 
>FBgn0052286 type=gene; loc=3L:3081051..3081122; ID=FBgn0052286; name=CR32286; 
>FBgn0001980 type=gene; loc=2L:complement(15261956..15267940); ID=FBgn0001980; name=gft; 
>FBgn0035286 type=gene; loc=3L:1853551..1855096; ID=FBgn0035286; name=CG13924; 
>FBgn0038136 type=gene; loc=3R:9124569..9128056; ID=FBgn0038136; name=CG8774; 
>FBgn0031685 type=gene; loc=2L:5102798..5104074; ID=FBgn0031685; name=CG14035; 
>FBgn0011673 type=gene; loc=2L:complement(10491682..10506780); ID=FBgn0011673; name=Myo31DF; 
>FBgn0033578 type=gene; loc=2R:6651835..6655168; ID=FBgn0033578; name=BBS4; 
>FBgn0011227 type=gene; loc=2R:complement(8273038..8273430); ID=FBgn0011227; name=ox; 
>FBgn0040105 type=gene; loc=2L:complement(2032635..2037247); ID=FBgn0040105; name=lectin-22C; 
>FBgn0050321 type=gene; loc=2R:11308187..11308453; ID=FBgn0050321; name=CG30321; 
>FBgn0040740 type=gene; loc=2R:complement(13506632..13507199); ID=FBgn0040740; name=CG14494; 
>FBgn0052416 type=gene; loc=3L:5777088..5777402; ID=FBgn0052416; name=CG32416; 
>FBgn0051950 type=gene; loc=2L:2878593..2878958; ID=FBgn0051950; name=CG31950; 
>FBgn0051862 type=gene; loc=2L:12338870..12339418; ID=FBgn0051862; name=CG31862; 
>FBgn0031864 type=gene; loc=2L:6854170..6860864; ID=FBgn0031864; name=CG10805; 
>FBgn0033350 type=gene; loc=2R:4437502..4438703; ID=FBgn0033350; name=CG8237; 
>FBgn0034158 type=gene; loc=2R:12298554..12307339; ID=FBgn0034158; name=CG5522; 
>FBgn0011742 type=gene; loc=X:complement(16382718..16387905); ID=FBgn0011742; name=Arp14D; 
>FBgn0037001 type=gene; loc=3L:20425923..20430929; ID=FBgn0037001; name=CG6020; 
>FBgn0032135 type=gene; loc=2L:9616469..9623115; ID=FBgn0032135; name=GlcAT-S; 
>FBgn0031799 type=gene; loc=2L:complement(6332876..6338493); ID=FBgn0031799; name=Pez; 
>FBgn0039085 type=gene; loc=3R:complement(19358767..19360445); ID=FBgn0039085; name=CG10170; 
>FBgn0039251 type=gene; loc=3R:20751027..20752576; ID=FBgn0039251; name=CG17462; 
>FBgn0039789 type=gene; loc=3R:complement(26409606..26413021); ID=FBgn0039789; name=CG9717; 
>FBgn0039178 type=gene; loc=3R:20109856..20114343; ID=FBgn0039178; name=CG6356; 
>FBgn0042105 type=gene; loc=3R:complement(3612303..3613502); ID=FBgn0042105; name=CR18748; 
>FBgn0052591 type=gene; loc=X:complement(14761534..14762881); ID=FBgn0052591; name=CG32591; 
>FBgn0051712 type=gene; loc=2L:complement(9934749..9938142); ID=FBgn0051712; name=CG31712; 
>FBgn0036757 type=gene; loc=3L:complement(17780921..17783180); ID=FBgn0036757; name=CG14585; 
>FBgn0034884 type=gene; loc=2R:complement(19113358..19114234); ID=FBgn0034884; name=CG17662; 
>FBgn0030494 type=gene; loc=X:13377580..13378856; ID=FBgn0030494; name=CG15757; 
>FBgn0000560 type=gene; loc=3L:21742544..21751822; ID=FBgn0000560; name=eg; 
>FBgn0033653 type=gene; loc=2R:7341323..7342704; ID=FBgn0033653; name=CG13192; 
>FBgn0053849 type=gene; loc=2L:21499446..21500343; ID=FBgn0053849; name=His1:CG33849; 
>FBgn0038200 type=gene; loc=3R:complement(9923008..9923802); ID=FBgn0038200; name=CG9920; 
>FBgn0037501 type=gene; loc=3R:3232504..3235106; ID=FBgn0037501; name=CG10101; 
>FBgn0033828 type=gene; loc=2R:complement(8869716..8870240); ID=FBgn0033828; name=CG17048; 
>FBgn0030903 type=gene; loc=X:complement(18059950..18060944); ID=FBgn0030903; name=CG15060; 
>FBgn0032717 type=gene; loc=2L:complement(18830427..18835596); ID=FBgn0032717; name=CG10600; 
>FBgn0035124 type=gene; loc=3L:258696..260193; ID=FBgn0035124; name=CG12313; 
>FBgn0052297 type=gene; loc=3L:2635666..2638987; ID=FBgn0052297; name=CG32297; 
>FBgn0011834 type=gene; loc=X:complement(20773279..20774177); ID=FBgn0011834; name=Ser6; 
>FBgn0065104 type=gene; loc=2L:5206205..5206361; ID=FBgn0065104; name=snmRNA:158; 
>FBgn0051758 type=gene; loc=2L:complement(11841505..11842199); ID=FBgn0051758; name=CG31758; 
>FBgn0011826 type=gene; loc=X:complement(16390701..16393956); ID=FBgn0011826; name=Pp2B-14D; 
>FBgn0030742 type=gene; loc=X:complement(16162374..16164677); ID=FBgn0030742; name=CG9919; 
>FBgn0034422 type=gene; loc=2R:14742193..14743480; ID=FBgn0034422; name=CG7137; 
>FBgn0037127 type=gene; loc=3L:complement(21673607..21674107); ID=FBgn0037127; name=CG14566; 
>FBgn0053282 type=gene; loc=2L:3327936..3329625; ID=FBgn0053282; name=CG33282; 
>FBgn0038068 type=gene; loc=3R:8462290..8463602; ID=FBgn0038068; name=CG11600; 
>FBgn0004395 type=gene; loc=3R:complement(18977275..18983592); ID=FBgn0004395; name=unk; 
>FBgn0035786 type=gene; loc=3L:7440417..7442749; ID=FBgn0035786; name=Tsp66A; 
>FBgn0014963 type=gene; loc=3R:2232598..2271735; ID=FBgn0014963; name=gpp; 
>FBgn0053888 type=gene; loc=2L:complement(21475425..21475979); ID=FBgn0053888; name=His2B:CG33888; 
>FBgn0000658 type=gene; loc=2R:13747626..13751177; ID=FBgn0000658; name=fj; 
>FBgn0051199 type=gene; loc=3R:complement(16568522..16569591); ID=FBgn0051199; name=CG31199; 
>FBgn0052105 type=gene; loc=3L:12303183..12309853; ID=FBgn0052105; name=CG32105; 
>FBgn0031506 type=gene; loc=2L:3159956..3162403; ID=FBgn0031506; name=gkt; 
>FBgn0031078 type=gene; loc=X:19686153..19693318; ID=FBgn0031078; name=CG11943; 
>FBgn0024989 type=gene; loc=X:136525..207026; ID=FBgn0024989; name=CG3777; 
>FBgn0036892 type=gene; loc=3L:complement(19573107..19577418); ID=FBgn0036892; name=CG8798; 
>FBgn0000394 type=gene; loc=X:5535233..5538321; ID=FBgn0000394; name=cv; 
>FBgn0033751 type=gene; loc=2R:complement(8033162..8034825); ID=FBgn0033751; name=CG8818; 
>FBgn0051141 type=gene; loc=3R:19749226..19749920; ID=FBgn0051141; name=CG31141; 
>FBgn0003984 type=gene; loc=3L:complement(5787637..5819561); ID=FBgn0003984; name=vn; 
>FBgn0020643 type=gene; loc=3L:6120618..6121039; ID=FBgn0020643; name=Lcp65Ab2; 
>FBgn0034022 type=gene; loc=2R:complement(11001124..11004973); ID=FBgn0034022; name=CG12964; 
>FBgn0032906 type=gene; loc=2L:complement(20912568..20913737); ID=FBgn0032906; name=CG9273; 
>FBgn0032369 type=gene; loc=2L:complement(11645133..11648839); ID=FBgn0032369; name=CG6614; 
>FBgn0031002 type=gene; loc=X:complement(19070114..19072404); ID=FBgn0031002; name=CG14196; 
>FBgn0031201 type=gene; loc=X:complement(22012686..22015334); ID=FBgn0031201; name=CG12446; 
>FBgn0003028 type=gene; loc=X:4893534..4915082; ID=FBgn0003028; name=ovo; 
>FBgn0053218 type=gene; loc=X:2186315..2186982; ID=FBgn0053218; name=CG33218; 
>FBgn0023537 type=gene; loc=X:complement(347609..350316); ID=FBgn0023537; name=CG17896; 
>FBgn0053812 type=gene; loc=2L:21427780..21428247; ID=FBgn0053812; name=His3:CG33812; 
>FBgn0039522 type=gene; loc=3R:complement(23341633..23342979); ID=FBgn0039522; name=CG13972; 
>FBgn0050430 type=gene; loc=2R:20637032..20637512; ID=FBgn0050430; name=CG30430; 
>FBgn0035996 type=gene; loc=3L:complement(9424489..9425505); ID=FBgn0035996; name=CG3448; 
>FBgn0062463 type=gene; loc=3L:complement(8414008..8416327); ID=FBgn0062463; name=CR32028; 
>FBgn0027785 type=gene; loc=3R:14853074..14853737; ID=FBgn0027785; name=NP15.6; 
>FBgn0036951 type=gene; loc=3L:complement(20144276..20145959); ID=FBgn0036951; name=CG7017; 
>FBgn0053796 type=gene; loc=3L:complement(16134714..16135365); ID=FBgn0053796; name=CG33796; 
>FBgn0036139 type=gene; loc=3L:complement(11118182..11124732); ID=FBgn0036139; name=CG6216; 
>FBgn0038039 type=gene; loc=3R:8234044..8237380; ID=FBgn0038039; name=CG5196; 
>FBgn0012009 type=gene; loc=3L:complement(13407593..13407665); ID=FBgn0012009; name=tRNA:V4:70BCa; 
>FBgn0026388 type=gene; loc=2R:5651240..5653847; ID=FBgn0026388; name=Or46a; 
>FBgn0036962 type=gene; loc=3L:complement(20207225..20209176); ID=FBgn0036962; name=CG17122; 
>FBgn0052037 type=gene; loc=3L:complement(9463745..9466141); ID=FBgn0052037; name=CG32037; 
>FBgn0050156 type=gene; loc=2R:complement(2493259..2494799); ID=FBgn0050156; name=CG30156; 
>FBgn0051823 type=gene; loc=2L:complement(15894849..15896416); ID=FBgn0051823; name=CG31823; 
>FBgn0051755 type=gene; loc=2L:complement(9996932..10002221); ID=FBgn0051755; name=CG31755; 
>FBgn0037677 type=gene; loc=3R:complement(5154998..5156047); ID=FBgn0037677; name=CG12951; 
>FBgn0031954 type=gene; loc=2L:7840481..7841262; ID=FBgn0031954; name=CG14537; 
>FBgn0038760 type=gene; loc=3R:15834718..15837436; ID=FBgn0038760; name=MED25; 
>FBgn0039766 type=gene; loc=3R:complement(26250293..26250859); ID=FBgn0039766; name=CG15536; 
>FBgn0053143 type=gene; loc=2R:18121912..18141667; ID=FBgn0053143; name=CG33143; 
>FBgn0032791 type=gene; loc=2L:19486415..19487613; ID=FBgn0032791; name=CG18094; 
>FBgn0033901 type=gene; loc=2R:9677342..9678728; ID=FBgn0033901; name=O-fut1; 
>FBgn0039240 type=gene; loc=3R:complement(20697503..20702366); ID=FBgn0039240; name=CG3744; 
>FBgn0067680 type=gene; loc=3L:19530399..19530421; ID=FBgn0067680; name=mir-9a; 
>FBgn0034362 type=gene; loc=2R:14129944..14130862; ID=FBgn0034362; name=CG5323; 
>FBgn0035512 type=gene; loc=3L:complement(4195777..4196405); ID=FBgn0035512; name=CG15008; 
>FBgn0033939 type=gene; loc=2R:9973599..9980320; ID=FBgn0033939; name=CG17390; 
>FBgn0051684 type=gene; loc=2L:complement(2416971..2419771); ID=FBgn0051684; name=CG31684; 
>FBgn0029697 type=gene; loc=X:4063463..4068420; ID=FBgn0029697; name=CG15570; 
>FBgn0032563 type=gene; loc=2L:complement(15356927..15357517); ID=FBgn0032563; name=CG15258; 
>FBgn0036038 type=gene; loc=3L:9697374..9700659; ID=FBgn0036038; name=defl; 
>FBgn0028693 type=gene; loc=3L:16548242..16549280; ID=FBgn0028693; name=Rpn12; 
>FBgn0034037 type=gene; loc=2R:complement(11202239..11203848); ID=FBgn0034037; name=CG8214; 
>FBgn0039187 type=gene; loc=3R:20174913..20181960; ID=FBgn0039187; name=CG6454; 
>FBgn0040967 type=gene; loc=2L:11034852..11035235; ID=FBgn0040967; name=CG18666; 
>FBgn0010385 type=gene; loc=2R:complement(5566102..5566380); ID=FBgn0010385; name=Def; 
>FBgn0030317 type=gene; loc=X:complement(11427170..11429378); ID=FBgn0030317; name=CG1561; 
>FBgn0032360 type=gene; loc=2L:complement(11342313..11343263); ID=FBgn0032360; name=CG14926; 
>FBgn0032960 type=gene; loc=2L:complement(21728844..21745054); ID=FBgn0032960; name=Grp1; 
>FBgn0036499 type=gene; loc=3L:15463487..15464020; ID=FBgn0036499; name=CG7276; 
>FBgn0040615 type=gene; loc=3R:complement(23595712..23596968); ID=FBgn0040615; name=CG12427; 
>FBgn0038808 type=gene; loc=3R:16405634..16406493; ID=FBgn0038808; name=CG5417; 
>FBgn0020506 type=gene; loc=2R:complement(12165955..12167562); ID=FBgn0020506; name=Amyrel; 
>FBgn0045501 type=gene; loc=2L:complement(1793668..1794917); ID=FBgn0045501; name=Gr22a; 
>FBgn0023169 type=gene; loc=X:1232368..1235678; ID=FBgn0023169; name=SNF1A; 
>FBgn0038242 type=gene; loc=3R:10391668..10392192; ID=FBgn0038242; name=CG14852; 
>FBgn0052201 type=gene; loc=3L:18574879..18576939; ID=FBgn0052201; name=CG32201; 
>FBgn0033464 type=gene; loc=2R:complement(5410807..5415096); ID=FBgn0033464; name=CG1441; 
>FBgn0037978 type=gene; loc=3R:complement(7833832..7836152); ID=FBgn0037978; name=CG3571; 
>FBgn0039387 type=gene; loc=3R:21723198..21725313; ID=FBgn0039387; name=CG5959; 
>FBgn0053348 type=gene; loc=2R:2461295..2462100; ID=FBgn0053348; name=CheB42a; 
>FBgn0030817 type=gene; loc=X:16935215..16938501; ID=FBgn0030817; name=CG4991; 
>FBgn0011937 type=gene; loc=2R:1660574..1660647; ID=FBgn0011937; name=tRNA:N5:42Ag; 
>FBgn0031247 type=gene; loc=2L:292466..293222; ID=FBgn0031247; name=CG11562; 
>FBgn0034760 type=gene; loc=2R:18168089..18168969; ID=FBgn0034760; name=CG13512; 
>FBgn0054014 type=gene; loc=X:complement(16911260..16911817); ID=FBgn0054014; name=CG34014; 
>FBgn0030658 type=gene; loc=X:15412027..15413800; ID=FBgn0030658; name=CG7872; 
>FBgn0034902 type=gene; loc=2R:19260364..19261011; ID=FBgn0034902; name=CG5532; 
>FBgn0034350 type=gene; loc=2R:13961433..13962219; ID=FBgn0034350; name=CG5189; 
>FBgn0031318 type=gene; loc=2L:1173011..1177500; ID=FBgn0031318; name=CG4887; 
>FBgn0052151 type=gene; loc=3L:15861091..15861705; ID=FBgn0052151; name=CG32151; 
>FBgn0034900 type=gene; loc=2R:19258285..19258901; ID=FBgn0034900; name=CG12491; 
>FBgn0000057 type=gene; loc=2R:13666567..13668709; ID=FBgn0000057; name=adp; 
>FBgn0035127 type=gene; loc=3L:276437..276721; ID=FBgn0035127; name=CG13883; 
>FBgn0039697 type=gene; loc=3R:complement(25627448..25628675); ID=FBgn0039697; name=CG7834; 
>FBgn0011232 type=gene; loc=2L:9431407..9435341; ID=FBgn0011232; name=scat; 
>FBgn0044050 type=gene; loc=3L:complement(9775562..9775996); ID=FBgn0044050; name=Ilp3; 
>FBgn0032577 type=gene; loc=2L:15912817..15913536; ID=FBgn0032577; name=CG13244; 
>FBgn0031969 type=gene; loc=2L:complement(7987105..7994182); ID=FBgn0031969; name=CG7228; 
>FBgn0051693 type=gene; loc=2L:22002824..22004927; ID=FBgn0051693; name=CG31693; 
>FBgn0027095 type=gene; loc=3R:12175135..12176526; ID=FBgn0027095; name=ARP-like; 
>FBgn0039902 type=gene; loc=4:complement(331182..334158); ID=FBgn0039902; name=CG2177; 
>FBgn0010041 type=gene; loc=3R:8201486..8202136; ID=FBgn0010041; name=GstD5; 
>FBgn0031034 type=gene; loc=X:19426549..19429485; ID=FBgn0031034; name=CG14205; 
>FBgn0035889 type=gene; loc=3L:complement(8376254..8379219); ID=FBgn0035889; name=mkg-p; 
>FBgn0052392 type=gene; loc=3L:complement(6730570..6737193); ID=FBgn0052392; name=CG32392; 
>FBgn0041243 type=gene; loc=2R:complement(2902835..2904962); ID=FBgn0041243; name=Gr43a; 
>FBgn0020250 type=gene; loc=3R:12012656..12023315; ID=FBgn0020250; name=sra; 
>FBgn0039507 type=gene; loc=3R:complement(23102971..23107566); ID=FBgn0039507; name=mrt; 
>FBgn0032620 type=gene; loc=2L:complement(16896464..16898118); ID=FBgn0032620; name=CG12288; 
>FBgn0053516 type=gene; loc=2L:complement(2061793..2109836); ID=FBgn0053516; name=dpr3; 
>FBgn0028918 type=gene; loc=2L:14328429..14333867; ID=FBgn0028918; name=CG15287; 
>FBgn0031710 type=gene; loc=2L:complement(5521280..5523877); ID=FBgn0031710; name=CG7371; 
>FBgn0029707 type=gene; loc=X:4226709..4228406; ID=FBgn0029707; name=CG12688; 
>FBgn0050394 type=gene; loc=2R:complement(16827620..16831133); ID=FBgn0050394; name=CG30394; 
>FBgn0039274 type=gene; loc=3R:20900604..20902104; ID=FBgn0039274; name=CG11920; 
>FBgn0050421 type=gene; loc=2R:20251412..20264578; ID=FBgn0050421; name=CG30421; 
>FBgn0051805 type=gene; loc=2L:complement(16894191..16896228); ID=FBgn0051805; name=CG31805; 
>FBgn0014020 type=gene; loc=2R:11617549..11622092; ID=FBgn0014020; name=Rho1; 
>FBgn0002533 type=gene; loc=2R:complement(3945780..3946388); ID=FBgn0002533; name=Lcp2; 
>FBgn0000233 type=gene; loc=X:9539409..9542794; ID=FBgn0000233; name=btd; 
>FBgn0001995 type=gene; loc=2L:complement(16323982..16325057); ID=FBgn0001995; name=mRpL4; 
>FBgn0061469 type=gene; loc=3L:complement(11180366..11184527); ID=FBgn0061469; name=As; 
>FBgn0001404 type=gene; loc=X:2444657..2454761; ID=FBgn0001404; name=egh; 
>FBgn0034383 type=gene; loc=2R:complement(14258663..14259859); ID=FBgn0034383; name=CG17821; 
>FBgn0021800 type=gene; loc=2L:3803581..3809064; ID=FBgn0021800; name=l(2)k16918; 
>FBgn0052318 type=gene; loc=3L:complement(1229605..1230165); ID=FBgn0052318; name=CG32318; 
>FBgn0033788 type=gene; loc=2R:complement(8562785..8563195); ID=FBgn0033788; name=CG13323; 
>FBgn0030851 type=gene; loc=X:complement(17462101..17463413); ID=FBgn0030851; name=CG8326; 
>FBgn0032698 type=gene; loc=2L:18685510..18686835; ID=FBgn0032698; name=CG10336; 
>FBgn0039163 type=gene; loc=3R:complement(20013444..20014663); ID=FBgn0039163; name=CG5515; 
>FBgn0053863 type=gene; loc=2L:21522229..21522696; ID=FBgn0053863; name=His3:CG33863; 
>FBgn0003651 type=gene; loc=3R:8084471..8128509; ID=FBgn0003651; name=svp; 
>FBgn0040646 type=gene; loc=X:21047144..21047326; ID=FBgn0040646; name=CG14580; 
>FBgn0062413 type=gene; loc=X:6506883..6513503; ID=FBgn0062413; name=Ctr1A; 
>FBgn0003076 type=gene; loc=3L:complement(16091314..16093855); ID=FBgn0003076; name=Pgm; 
>FBgn0028947 type=gene; loc=2L:15612931..15613723; ID=FBgn0028947; name=CG11865; 
>FBgn0035251 type=gene; loc=3L:complement(1634964..1636450); ID=FBgn0035251; name=CG7967; 
>FBgn0029826 type=gene; loc=X:5793426..5795444; ID=FBgn0029826; name=CG6041; 
>FBgn0036546 type=gene; loc=3L:15921809..15923692; ID=FBgn0036546; name=CG17033; 
>FBgn0029925 type=gene; loc=X:complement(6817560..6818646); ID=FBgn0029925; name=CG3040; 
>FBgn0040737 type=gene; loc=2R:13826685..13826861; ID=FBgn0040737; name=CG14503; 
>FBgn0036715 type=gene; loc=3L:complement(17333010..17344788); ID=FBgn0036715; name=Cad74A; 
>FBgn0002527 type=gene; loc=2L:7811440..7820774; ID=FBgn0002527; name=LanB1; 
>FBgn0037976 type=gene; loc=3R:complement(7819897..7831194); ID=FBgn0037976; name=Tk; 
>FBgn0033056 type=gene; loc=2R:complement(1564745..1566946); ID=FBgn0033056; name=CG7856; 
>FBgn0036672 type=gene; loc=3L:16830559..16887754; ID=FBgn0036672; name=Lmpt; 
>FBgn0020880 type=gene; loc=2L:complement(7775804..7778027); ID=FBgn0020880; name=CG7179; 
>FBgn0011854 type=gene; loc=3L:1384972..1385043; ID=FBgn0011854; name=tRNA:E4:62Ad; 
>FBgn0051229 type=gene; loc=3R:14493655..14494749; ID=FBgn0051229; name=CG31229; 
>FBgn0051270 type=gene; loc=3R:complement(12748391..12749507); ID=FBgn0051270; name=CG31270; 
>FBgn0034181 type=gene; loc=2R:complement(12531189..12534391); ID=FBgn0034181; name=CG8963; 
>FBgn0037654 type=gene; loc=3R:4834157..4835714; ID=FBgn0037654; name=CG11983; 
>FBgn0027654 type=gene; loc=3R:complement(26342774..26352761); ID=FBgn0027654; name=jdp; 
>FBgn0034289 type=gene; loc=2R:13535112..13537269; ID=FBgn0034289; name=CG10910; 
>FBgn0039758 type=gene; loc=3R:complement(26066985..26069032); ID=FBgn0039758; name=CG9737; 
>FBgn0016983 type=gene; loc=3L:7355800..7359590; ID=FBgn0016983; name=smid; 
>FBgn0012037 type=gene; loc=2L:13905645..13909172; ID=FBgn0012037; name=Ance; 
>FBgn0030813 type=gene; loc=X:16912798..16914848; ID=FBgn0030813; name=CG4949; 
>FBgn0038985 type=gene; loc=3R:18376405..18382222; ID=FBgn0038985; name=CG6921; 
>FBgn0030432 type=gene; loc=X:complement(12737680..12739972); ID=FBgn0030432; name=CG4404; 
>FBgn0030696 type=gene; loc=X:15643492..15644891; ID=FBgn0030696; name=CG8509; 
>FBgn0031723 type=gene; loc=2L:complement(5587143..5588414); ID=FBgn0031723; name=CG7251; 
>FBgn0052644 type=gene; loc=X:12801000..12803553; ID=FBgn0052644; name=CG32644; 
>FBgn0051845 type=gene; loc=2L:13777195..13777831; ID=FBgn0051845; name=CG31845; 
>FBgn0000092 type=gene; loc=X:complement(2548887..2550042); ID=FBgn0000092; name=CG2650; 
>FBgn0020909 type=gene; loc=X:13591114..13592538; ID=FBgn0020909; name=Rtc1; 
>FBgn0052635 type=gene; loc=X:13279843..13353567; ID=FBgn0052635; name=CG32635; 
>FBgn0053263 type=gene; loc=3L:complement(13397432..13398115); ID=FBgn0053263; name=CG33263; 
>FBgn0062961 type=gene; loc=2R:14226254..14226815; ID=FBgn0062961; name=pncr016:2R; 
>FBgn0040396 type=gene; loc=X:3031275..3032380; ID=FBgn0040396; name=CG3939; 
>FBgn0030720 type=gene; loc=X:15830974..15833636; ID=FBgn0030720; name=CG8939; 
>FBgn0030771 type=gene; loc=X:16513252..16513999; ID=FBgn0030771; name=CG13011; 
>FBgn0032294 type=gene; loc=2L:complement(10736376..10736957); ID=FBgn0032294; name=CG6737; 
>FBgn0020416 type=gene; loc=2L:16441209..16442776; ID=FBgn0020416; name=Idgf1; 
>FBgn0029664 type=gene; loc=X:3339125..3340716; ID=FBgn0029664; name=CG10802; 
>FBgn0031742 type=gene; loc=2L:5845352..5845960; ID=FBgn0031742; name=CG14004; 
>FBgn0050206 type=gene; loc=2R:complement(16668645..16668716); ID=FBgn0050206; name=CR30206; 
>FBgn0035209 type=gene; loc=3L:1315261..1315858; ID=FBgn0035209; name=CG13914; 
>FBgn0011949 type=gene; loc=X:13850745..13850817; ID=FBgn0011949; name=tRNA:R:12Eb; 
>FBgn0040717 type=gene; loc=2L:2008530..2008855; ID=FBgn0040717; name=Nplp4; 
>FBgn0038642 type=gene; loc=3R:complement(14513308..14518441); ID=FBgn0038642; name=CG7709; 
>FBgn0041713 type=gene; loc=2L:15031400..15033771; ID=FBgn0041713; name=yellow-c; 
>FBgn0030607 type=gene; loc=X:14900940..14903028; ID=FBgn0030607; name=CG5560; 
>FBgn0039069 type=gene; loc=3R:19109724..19111759; ID=FBgn0039069; name=CG6763; 
>FBgn0004859 type=gene; loc=4:complement(68334..77667); ID=FBgn0004859; name=ci; 
>FBgn0002909 type=gene; loc=3L:7303090..7307418; ID=FBgn0002909; name=mus312; 
>FBgn0026592 type=gene; loc=3L:3876106..3878365; ID=FBgn0026592; name=CG1079; 
>FBgn0000036 type=gene; loc=3R:complement(20226948..20282651); ID=FBgn0000036; name=nAcRalpha-96Aa; 
>FBgn0030079 type=gene; loc=X:complement(8916669..8923716); ID=FBgn0030079; name=CG7267; 
>FBgn0052569 type=gene; loc=X:16572076..16572747; ID=FBgn0052569; name=CG32569; 
>FBgn0033304 type=gene; loc=2R:4082315..4083958; ID=FBgn0033304; name=Cyp6a13; 
>FBgn0032330 type=gene; loc=2L:complement(11014031..11057403); ID=FBgn0032330; name=Samuel; 
>FBgn0038053 type=gene; loc=3R:8275018..8282084; ID=FBgn0038053; name=CG18549; 
>FBgn0031286 type=gene; loc=2L:complement(824326..825810); ID=FBgn0031286; name=CG3862; 
>FBgn0051471 type=gene; loc=3R:15628412..15628485; ID=FBgn0051471; name=CR31471; 
>FBgn0028420 type=gene; loc=2L:6081808..6096504; ID=FBgn0028420; name=Kr-h1; 
>FBgn0037233 type=gene; loc=3R:complement(141310..144791); ID=FBgn0037233; name=CG9778; 
>FBgn0034502 type=gene; loc=2R:15832271..15833833; ID=FBgn0034502; name=CG13871; 
>FBgn0051713 type=gene; loc=2L:complement(9938233..9938732); ID=FBgn0051713; name=CG31713; 
>FBgn0035238 type=gene; loc=3L:complement(1584473..1586250); ID=FBgn0035238; name=CG12104; 
>FBgn0015336 type=gene; loc=X:complement(16494830..16498392); ID=FBgn0015336; name=CG15865; 
>FBgn0036689 type=gene; loc=3L:16992780..16995077; ID=FBgn0036689; name=CG7730; 
>FBgn0013765 type=gene; loc=2R:complement(8955218..8966392); ID=FBgn0013765; name=cnn; 
>FBgn0004652 type=gene; loc=3R:complement(14242315..14371244); ID=FBgn0004652; name=fru; 
>FBgn0032154 type=gene; loc=2L:complement(9891255..9893419); ID=FBgn0032154; name=CG5924; 
>FBgn0000115 type=gene; loc=3L:15948380..15949622; ID=FBgn0000115; name=Arf72A; 
>FBgn0023541 type=gene; loc=X:complement(2029653..2031469); ID=FBgn0023541; name=Cyp4d14; 
>FBgn0050363 type=gene; loc=2R:complement(3876205..3877158); ID=FBgn0050363; name=CG30363; 
>FBgn0034351 type=gene; loc=2R:13966168..13967601; ID=FBgn0034351; name=CG5190; 
>FBgn0033348 type=gene; loc=2R:complement(4432079..4434564); ID=FBgn0033348; name=CG8247; 
>FBgn0034365 type=gene; loc=2R:14136408..14137833; ID=FBgn0034365; name=CG5335; 
>FBgn0024984 type=gene; loc=X:2043978..2044871; ID=FBgn0024984; name=CG3457; 
>FBgn0039726 type=gene; loc=3R:complement(25760304..25761598); ID=FBgn0039726; name=eIF2B-alpha; 
>FBgn0051588 type=gene; loc=3R:9623675..9623747; ID=FBgn0051588; name=CR31588; 
>FBgn0034063 type=gene; loc=2R:11523235..11528687; ID=FBgn0034063; name=CG8389; 
>FBgn0031468 type=gene; loc=2L:2840997..2842438; ID=FBgn0031468; name=CG2975; 
>FBgn0029888 type=gene; loc=X:complement(6522497..6524354); ID=FBgn0029888; name=CG3192; 
>FBgn0052454 type=gene; loc=3L:22663607..22665254; ID=FBgn0052454; name=CG32454; 
>FBgn0064122 type=gene; loc=X:6713744..6725755; ID=FBgn0064122; name=CG33691; 
>FBgn0053697 type=gene; loc=2L:complement(13737234..13746401); ID=FBgn0053697; name=CG33697; 
>FBgn0037315 type=gene; loc=3R:complement(1184585..1194027); ID=FBgn0037315; name=CG16708; 
>FBgn0038750 type=gene; loc=3R:complement(15741590..15743554); ID=FBgn0038750; name=CG4465; 
>FBgn0002940 type=gene; loc=3R:complement(15711968..15713928); ID=FBgn0002940; name=ninaE; 
>FBgn0067341 type=gene; loc=2L:17562355..17562377; ID=FBgn0067341; name=mir-124; 
>FBgn0039103 type=gene; loc=3R:complement(19514099..19514596); ID=FBgn0039103; name=CG13819; 
>FBgn0032503 type=gene; loc=2L:13306588..13307807; ID=FBgn0032503; name=CG16825; 
